t,tf0,ts0
520392.6,0.45859935496685555,0.8674872862528094
522870.66,0.5442215375187116,0.5376522445333096
525348.72,0.46297674498020436,0.8158398550620003
527826.78,0.5940809288514263,0.7943687621294174
530304.84,0.08883537149618814,0.38508147024380723
532782.9,0.24634320857059888,0.2821521465386091
535260.96,0.14001439603369903,0.6984311332632215
537739.02,0.5999877566181683,0.34792673524014905
540217.08,0.9292054492895775,0.30346726522018375
542695.14,0.3033364061732341,0.5205701253458223
545173.2,0.7507286110417534,0.7854746869452287
547651.26,0.8947885375038401,0.0928560214466222
550129.32,0.038116003965949274,0.10609774825076013
552607.38,0.6177873777030259,0.35928837655781
555085.44,0.4613749412117203,0.2748416151476537
557563.5,0.0009728032844047441,0.41488733342622375
560041.5599999999,0.8215648260101461,0.3658694918953892
562519.62,0.011753743050054721,0.942701325988304
564997.6799999999,0.5758978520260726,0.22016491997611243
567475.74,0.15742579839858095,0.8468671591499563
569953.7999999999,0.8296188122167117,0.9503183095445891
572431.86,0.09668071225108643,0.09634537724800218
574909.9199999999,0.7794732906004346,0.8319613066472569
577387.98,0.49484911997708614,0.013730783061923102
579866.0399999999,0.24647865095570998,0.1268820536768882
582344.1,0.27697290542766606,0.49617032159812113
584822.16,0.1359111976620715,0.05656650633357574
587300.22,0.7986581076565223,0.8302203584208546
589778.28,0.9763464957972473,0.16605257923350591
592256.34,0.15076805244366365,0.6184604281436642
594734.4,0.4406611195796655,0.03905166956911488
597212.46,0.8212394764376186,0.3145112332029184
599690.52,0.15565771044271148,0.3554479908579754
602168.58,0.7998370157373791,0.9808422404926631
